bondLen1,bondLen2,bondAng,mom1,mom2,mom3,mom4,mom5,mom6,mom7,mom8,mom9,mom10,mom11,mom12,mom13,mom14,mom15,mom16,mom17,mom18,mom19,mom20,mom21,mom22,mom23,mom24,mom25,intgErr,sampNum
2.1148097,3.60389303,0.52219494,0.55876316,-9.94E-06,0.14361023,-0.00371878,-0.01432956,2.386E-05,1.158E-05,0.03290369,0.00745835,-0.00011586,0.09629976,0.0014155,-1.399E-05,-3.55E-05,-0.12609928,-0.01072128,0.05836348,0.00057791,0.00027821,-0.08326266,-0.00044801,-3.384E-05,4.769E-05,0.09292937,0.00431786,3.2E-07,13
1.91530126,3.30807818,0.65001538,0.59817549,-8E-07,0.15404058,0.00055177,0.00732743,6.8E-06,9.6E-07,-0.00423986,0.00240087,-1.477E-05,0.07120748,0.00067719,-1.272E-05,-1.388E-05,-0.09708834,-0.00933994,0.07692212,0.00020586,0.00023198,-0.11242415,-0.00339977,-5.69E-06,0.00011411,0.13798033,0.01755685,2.68E-06,14
1.77353791,3.01806351,0.59466205,0.63175303,-6.54E-06,0.14940107,0.00048367,0.01862399,2.313E-05,8.72E-06,-0.02434368,0.00238235,-2.051E-05,0.04543492,0.00117496,-3.67E-05,-3.713E-05,-0.06610761,-0.00796853,0.06921391,0.00032684,0.00017885,-0.10264853,-0.00398254,5.29E-06,0.00012505,0.13142413,0.01502346,1.36E-06,15
2.03846184,2.89101452,0.70620124,0.5423958,2.73E-06,0.1591401,0.0009787699999999999,-0.00976977,-2.46E-06,4.53E-06,0.02207507,-0.00179565,1.616E-05,0.09945911,-0.0037618,6.17E-06,-2.29E-05,-0.12816184,-0.00578857,0.07160116,2.876E-05,6.584E-05,-0.09801727,0.00038178,-3.895E-05,3.8E-06,0.12149274,0.02037783,2.68E-06,16
2.09346458,2.96028098,0.79355608,0.52016266,-1.08E-06,0.1593692,0.0027593,-0.01807907,-8.8E-07,1.56E-06,0.03191028,-0.00413192,1.08E-05,0.10905785,-0.0061146,4.86E-06,-6E-07,-0.13631378,-0.01062652,0.0639828,-0.00012961,5.014E-05,-0.08322753,-0.00047379,-7.02E-06,1.185E-05,0.11501066,0.03624122,5.42E-06,17
2.09157727,3.08908562,0.74630161,0.52675667,-9.9E-07,0.15735879,0.001316,-0.01617962,-1.15E-06,1.069E-05,0.03293091,-0.00155503,5.252E-05,0.10643121,-0.00371102,3.968E-05,-2.554E-05,-0.13593038,-0.00919546,0.06382267,-0.00025111,-2.027E-05,-0.08558264,-0.00088082,-0.00013855,-7.277E-05,0.10803398,0.02586241,2.55E-06,18
2.21746921,3.30917825,0.52829429,0.51186477,-3.51E-06,0.13840894,-0.005642,-0.02920795,4.49E-06,-6.67E-06,0.06035876,0.0059987,-7.61E-06,0.10843878,-0.00051734,1.817E-05,1.65E-05,-0.13992169,-0.00529009,0.03584095,9.43E-06,-0.0001722,-0.04630558,0.0022781,-7.063E-05,-3.149E-05,0.03784688,-0.00268281,6E-06,19
1.98693948,2.61105684,0.6848585,0.55207386,-4.66E-06,0.16118864,0.00198962,-0.00543369,8.42E-06,4.22E-06,0.01158351,-0.00394238,-4.29E-06,0.09376656,-0.00552868,1.539E-05,-4.51E-06,-0.11960461,-0.00259652,0.0772046,-2.406E-05,-0.00015784,-0.10496601,0.00282201,-0.00011135,-8.373E-05,0.13321935,0.01934061,1.04E-06,20
2.10185711,3.66334287,0.49734536,0.56971014,-5.87E-06,0.1424082,-0.00387999,-0.01200563,1.06E-05,1.464E-05,0.02838136,0.00805839,-2.778E-05,0.09259394,0.00172788,8.28E-06,-3.057E-05,-0.12160553,-0.01137487,0.06040468,6.427E-05,0.00023901,-0.08690461,-0.00050829,-6.634E-05,3.986E-05,0.09886327,0.00480777,2.99E-06,21
2.08545344,2.92496488,0.74014294,0.52384214,2.73E-06,0.15853507,0.00187422,-0.01673372,-8.79E-06,-7.28E-06,0.03187245,-0.0030056,4.193E-05,0.10729638,-0.00507654,3.16E-06,2.043E-05,-0.13588268,-0.00818904,0.06469944,-0.00028449,-0.00017147,-0.08515111,-0.00011952,6.82E-06,-3.233E-05,0.11071532,0.02731128,4.42E-06,22
1.85206933,3.09225003,0.46522649,0.64266802,1.8E-07,0.14099484,-0.00132978,0.01335921,-5.33E-06,-3.66E-06,-0.01681482,0.00533015,1.318E-05,0.05030415,0.00223884,1.762E-05,2.856E-05,-0.07051497,-0.01064606,0.0672771,-0.00016944,5.885E-05,-0.09954625,-0.0044353,-4.016E-05,-4.469E-05,0.12633477,0.01405135,2.91E-06,23
1.67841517,2.62874079,0.81309932,0.62016137,-4.93E-06,0.15868795,0.00192508,0.02433507,2.003E-05,5.66E-06,-0.03639677,-0.00345184,-1.671E-05,0.03822951,-0.00317276,-4.095E-05,-2.633E-05,-0.05423904,0.00027557,0.07070469,0.00028471,-3.11E-06,-0.10236502,0.00296299,7.077E-05,5.171E-05,0.13388729,0.01336683,2.35E-06,24
2.17645684,3.22021858,0.49682283,0.53355575,4.93E-06,0.13976638,-0.00607288,-0.02293985,-8.3E-06,-7.9E-07,0.04929055,0.00674254,4.821E-05,0.10326493,0.00018479,2.93E-06,-1.13E-06,-0.1346023,-0.00504143,0.04548973,-0.0001445,-0.00017348,-0.06291859,0.00173039,3.482E-05,-6.925E-05,0.06007782,-0.00366464,1.53E-06,25
1.91837022,3.50461193,0.56521703,0.61149904,3.88E-06,0.14869209,-0.00015018,0.00759532,-9.62E-06,-1.819E-05,-0.00542978,0.00454717,2.766E-05,0.06712899,0.00191028,8.86E-06,6.722E-05,-0.09160281,-0.01169701,0.07420408,-0.00016351,-9.532E-05,-0.1086278,-0.00478193,-1.93E-05,-7.137E-05,0.13388724,0.01678874,1.11E-06,26
2.01888263,3.400191,0.64197525,0.56961351,-5.04E-06,0.15344831,-0.00034708,-0.00401242,1.768E-05,6.97E-06,0.01551131,0.00331116,-6.505E-05,0.08893701,0.00043242,-1.786E-05,-2.298E-05,-0.11800202,-0.01007541,0.07217332,0.00047582,0.00021868,-0.10365542,-0.00235225,-3.626E-05,6.64E-05,0.12291168,0.0151002,1.57E-06,27
2.02903855,3.25336304,0.57379528,0.573113,-2.81E-06,0.15039191,-0.00184938,-0.00492728,1.33E-05,-5.4E-07,0.01720309,0.00470711,-3.85E-05,0.08812453,0.00089521,-6.84E-06,-3.67E-06,-0.11744226,-0.00908557,0.0700951,0.00037096,0.0001954,-0.10078953,-0.00179165,-7.231E-05,7.226E-05,0.11786737,0.00965083,7.58E-07,28
2.09998997,3.1324574,0.49675299,0.56104075,-1.96E-06,0.14407251,-0.00484006,-0.01283121,3.11E-06,-1.273E-05,0.03135228,0.00654124,-1.142E-05,0.09439227,0.00061572,-1.82E-06,4.025E-05,-0.12507981,-0.00657726,0.06037577,1.077E-05,-9.81E-05,-0.08515032,0.0008477,-5.91E-06,1.873E-05,0.0933795,0.00046179,5.63E-06,29
2.07397767,3.24187664,0.66610679,0.5438433,6.15E-06,0.15418841,-0.00044829,-0.01196933,-1.55E-05,-6.3E-07,0.02899858,0.00197332,7.134E-05,0.09994168,-0.00099969,1.197E-05,-3.59E-06,-0.13058772,-0.0086414,0.06576826,-0.00039137,-8E-08,-0.09215539,-0.00100884,1.566E-05,6E-08,0.10725663,0.01503556,5.99E-06,30
1.91575747,2.88123372,0.79055894,0.57786034,-6.68E-06,0.1621803,0.00197186,0.00541735,2.307E-05,1.084E-05,-0.00449848,-0.00312831,-4.607E-05,0.07878421,-0.00371256,-1.652E-05,-4.03E-05,-0.10268508,-0.00437687,0.08239917,0.00045771,1.48E-06,-0.1160476,0.00070475,-7.222E-05,-2.03E-06,0.14848832,0.02455057,1.09E-06,31
2.15710258,3.14462484,0.59433319,0.51770806,2.45E-06,0.14721411,-0.00282925,-0.02337066,-2.82E-06,-3.66E-06,0.04942995,0.00315615,3.315E-05,0.10840762,-0.00137856,1.247E-05,8.05E-06,-0.14024125,-0.00610087,0.04826025,-6.899E-05,-6.578E-05,-0.06533953,0.00061585,-4.657E-05,-6.12E-06,0.06634338,0.00615666,1.18E-06,32
1.91030252,3.03481895,0.66524372,0.59186224,-6.9E-06,0.15646947,0.00036622,0.00714136,2.393E-05,3.94E-06,-0.00398558,0.00119147,-6.663E-05,0.07282305,-0.00034177,-4.04E-05,-1.816E-05,-0.09925313,-0.00664004,0.07834061,0.00053243,0.00016825,-0.11355636,-0.00175325,1.19E-05,7.874E-05,0.13989787,0.01507288,1.23E-06,33
1.85629342,3.36462479,0.55854224,0.62605319,-4.04E-06,0.14750731,0.00020558,0.01293424,7.79E-06,4.55E-06,-0.01487642,0.00393935,-4.674E-05,0.0560708,0.00187329,-3.152E-05,-1.149E-05,-0.07846324,-0.01093356,0.07194037,0.00018649,-6.607E-05,-0.10643782,-0.0048825,0.00018637,-1.362E-05,0.13374,0.01719455,9.09E-07,34
2.1464361,3.31969051,0.43211134,0.56860123,-6.84E-06,0.13624416,-0.00682672,-0.01603866,1.869E-05,1.349E-05,0.03548834,0.00892959,-6.092E-05,0.09338505,0.00131222,1.977E-05,-3.923E-05,-0.12259447,-0.00760872,0.05311268,0.0004714,0.00025155,-0.0761229,0.00137877,-0.00014623,9.4E-06,0.08270142,-0.00285199,1.22E-07,35
1.65603095,2.59238144,0.62664405,0.63506003,-4.37E-06,0.15156864,0.00011425,0.02491406,1.636E-05,4.98E-06,-0.03551645,0.00105608,-1.268E-05,0.03180711,-5.232E-05,-3.626E-05,-2.44E-05,-0.04954924,-0.00384989,0.06253586,0.00018772,0.00011427,-0.09326296,-0.00086488,4.85E-05,9.99E-05,0.12261111,0.00866247,2.96E-06,36
1.63613071,2.259893,0.78217998,0.61769871,-2.92E-06,0.15965682,0.00350747,0.02463553,8E-06,2.08E-06,-0.04118916,-0.00640355,7.28E-06,0.03580742,-0.00533387,5.3E-06,-1.8E-06,-0.0466371,0.00424319,0.0696389,-3.727E-05,-6.307E-05,-0.09939402,0.00726618,-9.29E-05,-3.733E-05,0.12911307,0.00925031,1.15E-06,37
2.05352047,2.80905179,0.78705708,0.53022804,7.03E-06,0.16175046,0.00335904,-0.01369082,-1.584E-05,2.51E-06,0.02271618,-0.00545216,0.00011752,0.10499294,-0.00695097,4.62E-05,-6.68E-06,-0.1302326,-0.00845571,0.07059485,-0.00045991,-0.00022107,-0.09330576,0.00060287,-0.00012716,-0.00011047,0.12827525,0.03636559,4.2E-06,38
1.72145221,2.36714295,0.78196642,0.60759802,3.97E-06,0.16133143,0.00339785,0.01959907,-1.387E-05,5.4E-07,-0.03266963,-0.00631402,4.475E-05,0.0489366,-0.00558346,4.744E-05,8.79E-06,-0.06261696,0.00283372,0.07749191,-0.00030434,-6.451E-05,-0.10948338,0.00621768,-0.0001613,-6.652E-05,0.14175389,0.01388877,5.52E-07,39
1.93340798,2.86283515,0.69179228,0.57762479,4.13E-06,0.15933204,0.00060009,0.00369073,-8.52E-06,-1.256E-05,0.00075999,-0.00063065,-7.69E-06,0.08014983,-0.00207196,-2.202E-05,4.259E-05,-0.10694574,-0.00446597,0.07962802,3.83E-05,6.765E-05,-0.11357654,9.482E-05,0.00015478,4.302E-05,0.14029346,0.01572133,1.9E-06,40
1.55230123,3.15295018,0.58629811,0.66190037,7.1E-07,0.14330852,0.00220771,0.02977362,-6.37E-06,-7.4E-07,-0.04468416,0.00081772,-4.95E-06,0.0134071,0.00124953,2.112E-05,5.62E-06,-0.02546634,-0.00721621,0.04627226,-4.666E-05,-2.587E-05,-0.07047782,-0.00528035,-2.269E-05,-2.61E-05,0.0958592,0.01739133,4.87E-06,41
1.92176797,2.84607961,0.56257641,0.59705934,-3.08E-06,0.15227184,-0.0017416,0.0057995,1.37E-05,2.47E-06,-0.00147611,0.00336938,-2.782E-05,0.07206522,0.00021717,-1.686E-05,-1.736E-05,-0.09894998,-0.00576445,0.07540713,0.00032819,0.00012473,-0.10963342,-0.0005402,-3.482E-05,6.654E-05,0.13310168,0.00732548,2.6E-07,42
1.77646961,3.00823877,0.529794,0.64178928,-4.75E-06,0.14501621,-0.00014935,0.01829259,1.981E-05,8.21E-06,-0.02457847,0.00358221,-1.84E-06,0.04287428,0.00178455,-2.355E-05,-4.334E-05,-0.06217525,-0.00913444,0.06620092,0.00022058,0.00013193,-0.09845206,-0.00466206,-8.442E-05,0.00013186,0.1263214,0.01483459,3.38E-06,43
2.11404236,3.29683385,0.697083,0.52736061,-3.56E-06,0.15339938,-4.121E-05,-0.01771748,6.01E-06,-1.3E-07,0.03823017,0.00127815,-6.084E-05,0.10619728,-0.00168367,-2.977E-05,-5E-07,-0.13710843,-0.00968716,0.05901992,0.0001421,0.00014745,-0.08058128,-0.00110977,9.421E-05,6.635E-05,0.09425255,0.01786313,3.46E-06,44
1.5666132,2.83180332,0.55319588,0.66116668,1.63E-06,0.14290064,0.00110396,0.02876873,-6.97E-06,-2.62E-06,-0.04316724,0.00168236,-1.331E-05,0.01542653,0.00136066,9.02E-06,1.7E-05,-0.02798861,-0.00699134,0.04751496,-1.249E-05,-4.32E-05,-0.0722224,-0.00468271,3.212E-05,-7.844E-05,0.09797345,0.01459789,5.28E-06,45
1.81307847,3.21749142,0.62440267,0.62373215,2.61E-06,0.15104887,0.00092765,0.01610843,-7.67E-06,-1.239E-05,-0.01976356,0.00220373,3.198E-05,0.0522593,0.0011046,2.37E-05,5.255E-05,-0.07425168,-0.00885837,0.07267919,-0.00017599,-0.00013138,-0.10745377,-0.0042987,-0.00010215,-0.0001294,0.13570181,0.0175665,1.83E-07,46
1.98089772,2.9122044,0.64470212,0.5689432,1.75E-06,0.15698997,-0.00043609,-0.00127004,-8.64E-06,2.15E-06,0.0102638,0.00092487,3.056E-05,0.08650312,-0.00146818,1.367E-05,-3.58E-06,-0.11545001,-0.00516199,0.07614914,-0.00025489,-2.092E-05,-0.10791555,9.907E-05,2.86E-06,-1.514E-05,0.12987348,0.01246057,3.2E-06,47
1.69043694,3.10551904,0.64311344,0.64059218,2.7E-06,0.14930458,0.00159632,0.02393966,-1.081E-05,-8.12E-06,-0.03346787,0.00106287,1.532E-05,0.03342207,0.00089811,2.456E-05,3.541E-05,-0.0512993,-0.00723823,0.06324004,-0.00015859,-7.17E-05,-0.09452074,-0.00436013,-6.355E-05,-0.0001011,0.1232627,0.01704953,1.31E-06,48
1.56101984,2.5233412,0.90045166,0.6293352,-2.9E-06,0.15785768,0.00216007,0.03039058,1.359E-05,6.5E-07,-0.04800182,-0.0047832,-1.476E-05,0.02163534,-0.00415981,-4.399E-05,-4.32E-06,-0.03194715,0.00300406,0.05939855,0.00022211,5.613E-05,-0.08596343,0.00573875,0.0001562,3.565E-05,0.11408961,0.01059196,2.5E-06,49
2.11531831,3.51266402,0.57685723,0.54650829,-4.63E-06,0.14701474,-0.00263962,-0.01560036,9.09E-06,1.931E-05,0.03576286,0.00578142,-4.335E-05,0.09998045,0.00069062,-7.9E-07,-5.071E-05,-0.13073188,-0.0101464,0.05817018,0.00016873,0.00020307,-0.08240748,-0.00049379,-5.08E-06,-1.082E-05,0.09079146,0.00687332,1.67E-06,50
2.09107937,3.15168609,0.73287331,0.52960402,7.4E-07,0.15654878,0.0009006,-0.01552029,-4.13E-06,8.1E-07,0.03290049,-0.00064394,3.862E-05,0.1053269,-0.00289013,1.92E-05,-3.7E-06,-0.13530913,-0.0091222,0.06389015,-0.0002139,-5.959E-05,-0.08638471,-0.00112752,-8.291E-05,-4.35E-05,0.10655375,0.02301008,6.82E-06,51
1.64397809,2.90512495,0.66749033,0.64047153,-3.29E-06,0.15056174,0.00144617,0.02635676,1.219E-05,7.13E-06,-0.03754236,0.00042117,-3.92E-06,0.02822203,0.00034979,-1.933E-05,-2.99E-05,-0.04527661,-0.00539397,0.06018267,9.086E-05,6.314E-05,-0.0903718,-0.00278428,7.46E-06,7.852E-05,0.11937983,0.01438903,4.6E-06,52
2.08295575,3.04270889,0.5003403,0.56344372,2.14E-06,0.14543834,-0.00463519,-0.01114729,-5.75E-06,-1.378E-05,0.02853732,0.00600275,4.128E-05,0.09311957,0.00040495,1.68E-05,4.332E-05,-0.12370139,-0.00581197,0.06249476,-0.00020553,-0.00013019,-0.08852449,0.00081142,-6.938E-05,-2.24E-06,0.09786576,0.00072087,6.17E-06,53
2.11253586,2.77347606,0.60482938,0.51933238,-7.65E-06,0.15252608,-0.00099862,-0.02056939,1.451E-05,1.209E-05,0.04136908,-0.00064853,-5.193E-05,0.10774751,-0.00423849,1.369E-05,-2.895E-05,-0.13853046,-0.00308426,0.05641997,0.00020002,3.905E-05,-0.0736735,0.00166124,-9.224E-05,-5.886E-05,0.08302291,0.01111323,1.29E-06,54
1.73105684,3.41426458,0.57025446,0.64718623,-6.74E-06,0.14519709,0.00148801,0.0214625,2.516E-05,6.87E-06,-0.02999781,0.0024776,-6.1E-07,0.03629321,0.00175106,-3.075E-05,-2.16E-05,-0.05372943,-0.01004317,0.06343774,0.00020811,0.00018163,-0.09470213,-0.00577717,-5.759E-05,8.168E-05,0.12245715,0.01987661,1.1E-06,55
2.13433208,3.26567127,0.69465413,0.51874722,-5.12E-06,0.1524135,-0.00011922,-0.02086996,1.276E-05,-1.89E-06,0.04336558,0.00104865,-9.692E-05,0.10905843,-0.0020464,-2.707E-05,8.45E-06,-0.14006896,-0.00964225,0.05431497,0.00042655,7.575E-05,-0.07339166,-0.00098342,6.858E-05,6.02E-05,0.08522702,0.01770339,1.28E-06,56
1.64019167,2.95807443,0.54272473,0.65799813,-1.35E-06,0.14281112,0.00095476,0.02562856,7.9E-06,4.03E-06,-0.03773219,0.00220968,8.6E-06,0.02381479,0.00160366,-1.258E-05,-3.189E-05,-0.03824617,-0.00805851,0.05417891,6.106E-05,5.538E-05,-0.08161755,-0.00523764,-1.973E-05,0.00014278,0.10844165,0.01598605,4.29E-06,57
1.69468349,3.3308139,0.55349774,0.6540165,8E-07,0.14345117,0.0014949,0.02330694,-6.47E-06,3.9E-07,-0.03353829,0.0023626,-2.268E-05,0.03043549,0.00179188,-2.8E-07,1.05E-06,-0.04637379,-0.00964261,0.05918527,3.377E-05,-6.633E-05,-0.08880041,-0.00593736,0.00014242,-2.639E-05,0.11632646,0.01915146,1.34E-06,58
1.75670504,3.22734627,0.55275649,0.6444568,-3.44E-06,0.14512958,0.00080606,0.01976925,1.38E-05,1.369E-05,-0.02718044,0.00298679,-2.505E-05,0.03988789,0.00186922,-3.672E-05,-6.806E-05,-0.05830535,-0.00980457,0.06502693,0.00029631,0.0001314,-0.09706031,-0.00574435,0.00010378,0.00020301,0.12516107,0.01775723,4.09E-06,59
1.74853597,2.43982014,0.73955066,0.60622296,-7.2E-07,0.16048941,0.00223966,0.01818588,-1.72E-06,1.28E-06,-0.0279892,-0.00424925,2.392E-05,0.05212344,-0.00433365,2.937E-05,7E-07,-0.06942526,0.00123342,0.0778792,-0.00020139,-7.044E-05,-0.11090388,0.00471503,-0.00013447,-4.848E-05,0.14314876,0.0119786,1.13E-06,60
2.00172997,3.1897815,0.46861763,0.60475487,-9.11E-06,0.14302211,-0.00339209,-1.87E-05,2.051E-05,1.031E-05,0.0073885,0.00697425,-3.47E-05,0.07568241,0.00190103,3.28E-06,-2.434E-05,-0.10205432,-0.01003231,0.06933794,0.00024297,0.00010025,-0.10090027,-0.00184229,-9.651E-05,1.093E-05,0.12151422,0.00723183,3.44E-06,61
2.08109607,3.26189043,0.55166832,0.55892741,1.11E-06,0.14782488,-0.00303469,-0.01118073,-4.7E-06,-9.82E-06,0.02829931,0.00551525,1.769E-05,0.09488506,0.00069531,1E-08,2.968E-05,-0.1254473,-0.00837035,0.06355017,-0.00014437,-0.00028911,-0.09044447,-0.00053496,4.783E-05,-7.381E-05,0.10172105,0.00544252,6.28E-06,62
2.11307487,2.79502071,0.71422417,0.50958304,-9.11E-06,0.15713577,0.00262644,-0.02236693,2.08E-05,-4.3E-07,0.03892081,-0.00427926,-0.00015438,0.1119184,-0.00656409,-3.824E-05,-1.95E-06,-0.14023631,-0.00830147,0.05760448,0.00060118,0.0002254,-0.0731051,-0.0002593,4.978E-05,9.168E-05,0.09812906,0.0285605,2.07E-06,63
2.14871373,3.35330872,0.42973268,0.56929326,-3.76E-06,0.13582588,-0.00686822,-0.0161746,1.341E-05,4.27E-06,0.03550834,0.00908867,-5.13E-05,0.09329731,0.00143251,7.94E-06,-2.059E-05,-0.12233208,-0.00780662,0.05289985,0.00039755,0.00023507,-0.0756506,0.00123026,-0.00012268,4.486E-05,0.08269917,-0.00300968,5.31E-07,64
1.84000778,2.77049206,0.72193786,0.59766215,5.84E-06,0.15956527,0.00113781,0.01268004,-1.889E-05,-4.84E-06,-0.01512349,-0.00150532,5.4E-05,0.06419208,-0.00225231,4.135E-05,1.98E-05,-0.08742559,-0.00296426,0.08016338,-0.00037854,-0.00016546,-0.11532105,0.00079533,-9.269E-05,-9.171E-05,0.14587989,0.01523369,6.02E-07,65
1.69466237,2.78572256,0.629651,0.63483364,4.5E-06,0.15098109,0.00055517,0.02325168,-1.353E-05,-5.02E-06,-0.03229927,0.00123999,1.697E-05,0.035886,0.00040358,2.498E-05,1.569E-05,-0.05463398,-0.00539455,0.06502155,-0.00016645,-1.53E-06,-0.09699713,-0.00235569,-6.643E-05,-9.76E-06,0.12618445,0.01209829,2.51E-06,66
2.04068719,2.82876515,0.68884488,0.54063514,3.7E-06,0.15885945,0.00085457,-0.01052318,-4.89E-06,-9.2E-07,0.02307187,-0.00193952,3.743E-05,0.1000716,-0.00405115,1.611E-05,-3.83E-06,-0.12881912,-0.00501135,0.07083464,-7.258E-05,-2.52E-05,-0.09664645,0.00077488,-8.697E-05,-1.364E-05,0.11917424,0.01890791,3.44E-06,67
1.95726917,3.02670526,0.6886116,0.57565695,5.91E-06,0.15806924,0.00048007,0.00186824,-1.547E-05,-1.032E-05,0.00469397,0.00041264,2.947E-05,0.08262066,-0.00116714,2.08E-06,3.113E-05,-0.1103614,-0.0063282,0.07821568,-0.00021809,-8.725E-05,-0.1116966,-0.00120262,5.804E-05,-2.145E-05,0.13673471,0.01650544,7.38E-07,68
1.56718932,3.10865099,0.53873408,0.66693283,-3.5E-07,0.14072332,0.00183396,0.02868475,-1.37E-06,5.97E-06,-0.0435013,0.00142558,-1.422E-05,0.0141194,0.00154026,-1.09E-06,-2.36E-05,-0.02554223,-0.00782375,0.04596738,4.754E-05,-4.22E-05,-0.06982353,-0.00558853,5.97E-05,2.227E-05,0.09454314,0.01740965,6.47E-06,69
2.0476798,3.40750893,0.51495472,0.5818059,4.49E-06,0.14553605,-0.00297183,-0.00588007,-9.49E-06,-8.32E-06,0.01809814,0.00674564,3.721E-05,0.08634582,0.00178248,8.04E-06,2.419E-05,-0.11480899,-0.01057489,0.06705688,-0.00016079,-0.00030737,-0.09734762,-0.00216782,-4.83E-06,-0.00010663,0.11368801,0.00742991,2.44E-07,70
